T,Eye0_fr,Eye1_fr,Scene_fr,L_gv_1,L_gv_2,L_gv_3,R_gv_1,R_gv_2,R_gv_3,Confidence,POR_1,POR_2,L_pd,R_pd
535490.0985735,6699,6699,1677,-0.2554572190099,-0.436094958656097,0.862880522604645,0.710968845760582,-0.333063089363253,0.619348269442705,1,309.281976956812,1249.34743870114,4.50410343034072,3.7358404657967
535490.1027735,6700,6700,1678,-0.255360314649126,-0.435912143728,0.863001571639797,0.710968845760582,-0.333063089363253,0.619348269442705,1,309.463337380885,1249.42271212865,4.50949394824137,3.74067410743423
535490.1069735,6700,6700,1678,-0.255360314649126,-0.435912143728,0.863001571639797,0.710636270814403,-0.332474150430206,0.62004599014808,1,309.948092794025,1248.71464599134,4.50748350581054,3.73455334532907
535490.1111735,6701,6701,1678,-0.255294335298322,-0.436585669443401,0.862680564056735,0.710636270814403,-0.332474150430206,0.62004599014808,1,309.267059262512,1248.80801733525,4.50343033637317,3.72842773369796
535490.1153735,6701,6701,1678,-0.255294335298322,-0.436585669443401,0.862680564056735,0.710889980234501,-0.33259054994369,0.619692635175169,1,309.23455527849,1249.3255499239,4.50693417361942,3.72662571622796
535490.1195735,6702,6702,1678,-0.255646828454613,-0.436832191292394,0.862451352687085,0.710889980234501,-0.33259054994369,0.619692635175169,1,308.996864285405,1249.02969762225,4.51402021888018,3.72134537747543
535490.1237735,6702,6702,1678,-0.255646828454613,-0.436832191292394,0.862451352687085,0.710704998977324,-0.332355774885853,0.620030679344714,1,309.17274496117,1248.64215600088,4.51250801919005,3.71196702342543
535490.1279735,6703,6703,1678,-0.256413568884565,-0.436481511239661,0.862401282488507,0.710704998977324,-0.332355774885853,0.620030679344714,1,309.551063289025,1247.95002505035,4.50061235417255,3.71003501096621
535490.1321735,6703,6703,1678,-0.256413568884565,-0.436481511239661,0.862401282488507,0.710109167394954,-0.332880105813838,0.62043195076899,1,308.819294019907,1246.78933241145,4.48392772338346,3.71810735716578
535490.1363735,6704,6704,1679,-0.256268101551384,-0.435902101160161,0.862737514155613,0.710109167394954,-0.332880105813838,0.62043195076899,1,309.398948065903,1246.88712375627,4.47262587371,3.72382203703649
535490.1405735,6704,6704,1679,-0.256268101551384,-0.435902101160161,0.862737514155613,0.710420715324696,-0.33242334149016,0.620320182865321,1,309.966787498555,1247.48103104421,4.47830130870837,3.72185558392237
535490.1447735,6705,6705,1679,-0.255932276562576,-0.436348047678699,0.862611761512956,0.710420715324696,-0.33242334149016,0.620320182865321,1,309.506042972041,1247.79982229099,4.49406027590847,3.71929124557553
535490.1489735,6705,6705,1679,-0.255932276562576,-0.436348047678699,0.862611761512956,0.710038486593386,-0.332909722243384,0.620496949542871,1,308.885099001489,1247.06645203125,4.50213162805957,3.72043089172965
535490.1531735,6706,6706,1679,-0.256825595787194,-0.435838071940468,0.862604073950367,0.710038486593386,-0.332909722243384,0.620496949542871,1,309.427854641984,1246.25283484384,4.50188382143853,3.72382607430884
535490.1573735,6706,6706,1679,-0.256825595787194,-0.435838071940468,0.862604073950367,0.710122212833239,-0.332680426365315,0.620524114563017,1,309.688517115859,1246.40525854227,4.50344998291692,3.7270728862421
535490.1615735,6707,6707,1679,-0.257191648295082,-0.436794295343061,0.862011136588744,0.710122212833239,-0.332680426365315,0.620524114563017,1,308.734884147673,1246.13226613319,4.5079256161134,3.72709880202596
535490.1657735,6707,6707,1679,-0.257191648295082,-0.436794295343061,0.862011136588744,0.709710001163105,-0.332718136501469,0.620975326315029,1,308.559691317992,1245.30969023576,4.51060769794512,3.72384286141125
535490.1699735,6708,6708,1680,-0.257553204482608,-0.437035764993121,0.861780765031118,0.709710001163105,-0.332718136501469,0.620975326315029,1,308.327172735536,1245.00241371112,4.51080550297644,3.72182771288545
535490.1741735,6708,6708,1680,-0.257553204482608,-0.437035764993121,0.861780765031118,0.709778682917823,-0.332881670144264,0.620809161463817,1,308.183896408965,1245.15048992239,4.51035784424788,3.72365167181184
535490.1783735,6709,6709,1680,-0.257217816087373,-0.435764773638623,0.862524235684379,0.709778682917823,-0.332881670144264,0.620809161463817,1,309.456228629777,1245.38086404966,4.50863373364291,3.72838008518186
535490.1825735,6709,6709,1680,-0.257217816087373,-0.435764773638623,0.862524235684379,0.709492929842815,-0.333140233031776,0.620997075386506,1,309.09895777522,1244.82714918309,4.50356357574267,3.73149430966032
535490.1867735,6710,6710,1680,-0.25729575522191,-0.436160143742089,0.862301121045118,0.709492929842815,-0.333140233031776,0.620997075386506,1,308.702747775089,1244.77869842604,4.49588059854895,3.72374277983922
535490.1909735,6710,6710,1680,-0.25729575522191,-0.436160143742089,0.862301121045118,0.709641639903751,-0.333416028560821,0.620679059428821,1,308.472192749262,1245.09390944154,4.48820610168864,3.70833128800685
535490.1951735,6711,6711,1680,-0.25723093285664,-0.436765828879883,0.862013838580664,0.709641639903751,-0.333416028560821,0.620679059428821,1,307.859091217062,1245.18265709344,4.4832774837082,3.70745481235241
535490.1993735,6711,6711,1680,-0.25723093285664,-0.436765828879883,0.862013838580664,0.709607451687762,-0.333108485544505,0.620883242943026,1,308.159795298338,1245.09414085707,4.48363622530264,3.7233512502725
535490.2035735,6712,6712,1681,-0.257117690064498,-0.436339392182085,0.862263549204108,0.709607451687762,-0.333108485544505,0.620883242943026,1,308.586448876194,1245.17211085613,4.48879476826595,3.72626928735716
